Time Temperature HeartRate SkinConductivity EpisodeCount AlgorithmPrediction ActualEpisode ActualStatus
00:58:33 28.88 76.00 1098.54 0 NO NO Normal
00:58:34 28.90 75.00 1100.39 0 NO NO Normal
00:58:35 28.97 74.00 1097.24 0 NO NO Normal
00:58:36 28.94 76.00 1103.64 0 NO NO Normal
00:58:37 28.85 76.00 1103.35 0 NO NO Normal
00:58:38 29.00 75.00 1096.64 0 NO NO Normal
00:58:39 28.88 74.00 1098.22 0 NO NO Normal
00:58:40 28.99 76.00 1099.38 0 NO NO Normal
00:58:41 28.91 76.00 1095.48 0 NO NO Normal
00:58:42 28.92 74.00 1096.03 0 NO NO Normal
00:58:43 28.84 75.00 1098.18 0 NO NO Normal
00:58:44 28.99 75.00 1098.03 0 NO NO Normal
00:58:45 28.85 76.00 1096.86 0 NO NO Normal
00:58:46 28.98 74.00 1096.54 0 NO NO Normal
00:58:47 28.84 75.00 1102.74 0 NO NO Normal
00:58:48 28.96 76.00 1097.56 0 NO NO Normal
00:58:49 28.97 75.00 1099.55 0 NO NO Normal
00:58:50 28.95 75.00 1104.12 0 NO NO Normal
00:58:51 28.88 74.00 1104.49 0 NO NO Normal
00:58:52 29.00 75.00 1101.41 0 NO NO Normal
00:58:53 28.94 76.00 1104.01 0 NO NO Normal
00:58:54 28.84 75.00 1102.19 0 NO NO Normal
00:58:55 28.91 74.00 1095.43 0 NO NO Normal
00:58:56 28.92 76.00 1098.50 0 NO NO Normal
00:58:57 28.92 74.00 1096.90 0 NO NO Normal
00:58:58 28.95 75.00 1103.44 0 NO NO Normal
00:58:59 28.91 75.00 1101.37 0 NO NO Normal
00:59:00 28.85 74.00 1099.40 0 NO NO Normal
00:59:01 28.97 75.00 1104.30 0 NO NO Normal
00:59:02 28.84 76.00 1096.62 0 NO NO Normal
00:59:03 28.95 75.00 1103.89 0 NO NO Normal
00:59:04 28.85 76.00 1100.46 0 NO NO Normal
00:59:05 28.92 74.00 1103.10 0 NO NO Normal
00:59:06 28.84 76.00 1102.78 0 NO NO Normal
00:59:07 28.96 74.00 1103.89 0 NO NO Normal
00:59:08 28.89 75.00 1101.73 0 NO NO Normal
00:59:09 28.87 74.00 1101.32 0 NO NO Normal
00:59:10 28.87 75.00 1096.98 0 NO NO Normal
00:59:11 28.99 76.00 1096.53 0 NO NO Normal
00:59:12 28.98 76.00 1104.02 0 NO NO Normal
00:59:13 28.96 75.00 1096.75 0 NO NO Normal
00:59:14 28.86 75.00 1095.56 0 NO NO Normal
00:59:15 28.80 76.00 1098.55 0 NO NO Normal
00:59:16 28.95 75.00 1097.60 0 NO NO Normal
00:59:17 28.97 75.00 1104.02 0 NO NO Normal
00:59:18 28.99 74.00 1104.56 0 NO NO Normal
00:59:19 28.99 75.00 1095.12 0 NO NO Normal
00:59:20 28.86 74.00 1101.16 0 NO NO Normal
00:59:21 28.83 74.00 1096.84 0 NO NO Normal
00:59:22 28.87 76.00 1099.54 0 NO NO Normal
00:59:23 28.91 76.00 1101.85 0 NO NO Normal
00:59:24 28.90 75.00 1101.68 0 NO NO Normal
00:59:25 28.86 75.00 1097.47 0 NO NO Normal
00:59:26 28.94 74.00 1102.85 0 NO NO Normal
00:59:27 28.96 75.00 1096.78 0 NO NO Normal
00:59:28 28.80 74.00 1096.73 0 NO NO Normal
00:59:29 28.89 74.00 1095.52 0 NO NO Normal
00:59:30 28.97 74.00 1098.97 0 NO NO Normal
00:59:31 28.94 76.00 1095.12 0 NO NO Normal
00:59:32 28.98 74.00 1099.34 0 NO NO Normal
00:59:33 28.83 75.00 1095.04 0 NO NO Normal
00:59:34 28.92 75.00 1101.25 0 NO NO Normal
00:59:35 28.83 76.00 1101.37 0 NO NO Normal
00:59:36 28.93 75.00 1099.91 0 NO NO Normal
00:59:37 28.90 75.00 1095.85 0 NO NO Normal
00:59:38 28.80 75.00 1095.70 0 NO NO Normal
00:59:39 28.91 75.00 1100.22 0 NO NO Normal
00:59:40 28.85 76.00 1102.85 0 NO NO Normal
00:59:41 28.99 74.00 1100.09 0 NO NO Normal
00:59:42 28.86 74.00 1104.83 0 NO NO Normal
00:59:43 28.95 76.00 1099.87 0 NO NO Normal
00:59:44 28.99 75.00 1102.19 0 NO NO Normal
00:59:45 28.90 76.00 1098.64 0 NO NO Normal
00:59:46 28.94 75.00 1096.97 0 NO NO Normal
00:59:47 28.88 75.00 1096.44 0 NO NO Normal
00:59:48 28.99 75.00 1103.03 0 NO NO Normal
00:59:49 28.87 75.00 1098.29 0 NO NO Normal
00:59:50 28.97 76.00 1102.63 0 NO NO Normal
00:59:51 28.86 75.00 1099.59 0 NO NO Normal
00:59:52 28.87 74.00 1097.76 0 NO NO Normal
00:59:53 28.95 76.00 1099.76 0 NO NO Normal
00:59:54 29.00 75.00 1101.72 0 NO NO Normal
00:59:55 28.96 74.00 1101.48 0 NO NO Normal
00:59:56 28.95 76.00 1103.62 0 NO NO Normal
00:59:57 29.00 75.00 1101.86 0 NO NO Normal
00:59:58 28.88 75.00 1100.62 0 NO NO Normal
00:59:59 28.81 76.00 1101.68 0 NO NO Normal
01:00:00 28.93 74.00 1096.15 0 NO NO Normal
01:00:01 28.93 75.00 1101.96 0 NO NO Normal
01:00:02 28.91 74.00 1099.44 0 NO NO Normal
01:00:03 28.89 75.00 1098.72 0 NO NO Normal
01:00:04 28.83 74.00 1104.87 0 NO NO Normal
01:00:05 28.91 74.00 1101.24 0 NO NO Normal
01:00:06 29.00 74.00 1100.46 0 NO NO Normal
01:00:07 28.84 75.00 1103.01 0 NO NO Normal
01:00:08 28.86 76.00 1103.13 0 NO NO Normal
01:00:09 28.97 75.00 1102.67 0 NO NO Normal
01:00:10 28.91 75.00 1104.84 0 NO NO Normal
01:00:11 29.00 75.00 1095.99 0 NO NO Normal
01:00:12 28.83 74.00 1098.42 0 NO NO Normal
01:00:13 28.95 75.00 1099.32 0 NO NO Normal
01:00:14 28.89 75.00 1101.15 0 NO NO Normal
01:00:15 28.91 74.00 1096.15 0 NO NO Normal
01:00:16 28.84 74.00 1099.34 0 NO NO Normal
01:00:17 28.99 75.00 1096.85 0 NO NO Normal
01:00:18 28.83 74.00 1100.84 0 NO NO Normal
01:00:19 28.89 75.00 1099.69 0 NO NO Normal
01:00:20 28.99 74.00 1097.77 0 NO NO Normal
01:00:21 28.98 75.00 1096.07 0 NO NO Normal
01:00:22 28.81 75.00 1102.29 0 NO NO Normal
01:00:23 28.97 75.00 1100.99 0 NO NO Normal
01:00:24 28.84 75.00 1100.98 0 NO NO Normal
01:00:25 28.96 74.00 1103.20 0 NO NO Normal
01:00:26 28.91 75.00 1099.27 0 NO NO Normal
01:00:27 28.85 74.00 1097.20 0 NO NO Normal
01:00:28 28.89 75.00 1102.72 0 NO NO Normal
01:00:29 28.88 76.00 1097.72 0 NO NO Normal
01:00:30 28.90 75.00 1097.72 0 NO NO Normal
01:00:31 28.81 75.00 1099.84 0 NO NO Normal
01:00:32 28.81 75.00 1103.85 0 NO NO Normal
01:00:33 28.82 75.00 1102.01 0 NO NO Normal
01:00:34 28.92 76.00 1100.20 0 NO NO Normal
01:00:35 28.93 76.00 1096.07 0 NO NO Normal
01:00:36 28.93 76.00 1104.86 0 NO NO Normal
01:00:37 28.84 75.00 1104.05 0 NO NO Normal
01:00:38 28.97 75.00 1098.33 0 NO NO Normal
01:00:39 28.97 75.00 1102.76 0 NO NO Normal
01:00:40 29.00 76.00 1100.83 0 NO NO Normal
01:00:41 28.86 74.00 1104.12 0 NO NO Normal
01:00:42 29.00 74.00 1101.55 0 NO NO Normal
01:00:43 28.86 76.00 1099.57 0 NO NO Normal
01:00:44 28.96 75.00 1102.16 0 NO NO Normal
01:00:45 28.99 74.00 1104.80 0 NO NO Normal
01:00:46 28.88 74.00 1103.70 0 NO NO Normal
01:00:47 28.95 74.00 1103.53 0 NO NO Normal
01:00:48 29.00 74.00 1100.37 0 NO NO Normal
01:00:49 28.99 74.00 1103.65 0 NO NO Normal
01:00:50 28.85 75.00 1096.14 0 NO NO Normal
01:00:51 28.86 75.00 1102.86 0 NO NO Normal
01:00:52 28.90 75.00 1100.75 0 NO NO Normal
01:00:53 28.90 75.00 1102.67 0 NO NO Normal
01:00:54 28.97 74.00 1095.36 0 NO NO Normal
01:00:55 28.91 74.00 1099.88 0 NO NO Normal
01:00:56 28.87 75.00 1099.49 0 NO NO Normal
01:00:57 28.83 76.00 1102.21 0 NO NO Normal
01:00:58 28.92 75.00 1097.63 0 NO NO Normal
01:00:59 28.85 75.00 1102.48 0 NO NO Normal
01:01:00 28.87 76.00 1097.18 0 NO NO Normal
01:01:01 28.99 75.00 1097.47 0 NO NO Normal
01:01:02 28.92 74.00 1101.66 0 NO NO Normal
01:01:03 28.89 75.00 1103.54 0 NO NO Normal
01:01:04 28.87 75.00 1096.97 0 NO NO Normal
01:01:05 28.93 75.00 1104.70 0 NO NO Normal
01:01:06 28.95 75.00 1100.88 0 NO NO Normal
01:01:07 28.94 75.00 1103.93 0 NO NO Normal
01:01:08 28.87 75.00 1095.75 0 NO NO Normal
01:01:09 28.98 76.00 1095.94 0 NO NO Normal
01:01:10 28.95 75.00 1095.77 0 NO NO Normal
01:01:11 28.96 75.00 1101.36 0 NO NO Normal
01:01:12 28.97 75.00 1103.06 0 NO NO Normal
01:01:13 28.94 74.00 1097.00 0 NO NO Normal
01:01:14 28.99 74.00 1100.68 0 NO NO Normal
01:01:15 28.82 74.00 1102.83 0 NO NO Normal
01:01:16 28.90 75.00 1103.09 0 NO NO Normal
01:01:17 28.91 74.00 1102.14 0 NO NO Normal
01:01:18 29.00 74.00 1103.97 0 NO NO Normal
01:01:19 28.94 75.00 1098.32 0 NO NO Normal
01:01:20 28.85 74.00 1104.71 0 NO NO Normal
01:01:21 28.96 74.00 1095.60 0 NO NO Normal
01:01:22 28.92 75.00 1100.73 0 NO NO Normal
01:01:23 28.88 74.00 1099.79 0 NO NO Normal
01:01:24 28.99 75.00 1100.20 0 NO NO Normal
01:01:25 28.86 76.00 1096.53 0 NO NO Normal
01:01:26 28.99 74.00 1104.34 0 NO NO Normal
01:01:27 28.92 76.00 1095.56 0 NO NO Normal
01:01:28 28.89 75.00 1101.35 0 NO NO Normal
01:01:29 28.87 75.00 1095.31 0 NO NO Normal
01:01:30 28.96 75.00 1100.92 0 NO NO Normal
01:01:31 28.89 74.00 1104.36 0 NO NO Normal
01:01:32 28.90 76.00 1098.47 0 NO NO Normal
01:01:33 28.95 75.00 1101.16 0 NO NO Normal
01:01:34 28.97 75.00 1099.61 0 NO NO Normal
01:01:35 28.82 74.00 1096.55 0 NO NO Normal
01:01:36 28.89 75.00 1104.43 0 NO NO Normal
01:01:37 28.81 74.00 1100.38 0 NO NO Normal
01:01:38 28.86 75.00 1096.29 0 NO NO Normal
01:01:39 28.81 74.00 1095.13 0 NO NO Normal
01:01:40 28.90 76.00 1098.40 0 NO NO Normal
01:01:41 28.81 74.00 1097.77 0 NO NO Normal
01:01:42 28.98 74.00 1104.03 0 NO NO Normal
01:01:43 28.95 76.00 1100.80 0 NO NO Normal
01:01:44 28.97 75.00 1104.11 0 NO NO Normal
01:01:45 28.98 76.00 1096.61 0 NO NO Normal
01:01:46 28.86 75.00 1098.36 0 NO NO Normal
01:01:47 28.97 75.00 1096.58 0 NO NO Normal
01:01:48 28.91 76.00 1100.93 0 NO NO Normal
01:01:49 28.96 75.00 1097.54 0 NO NO Normal
01:01:50 28.97 76.00 1099.31 0 NO NO Normal
01:01:51 28.93 74.00 1104.91 0 NO NO Normal
01:01:52 28.92 74.00 1098.29 0 NO NO Normal
01:01:53 28.94 75.00 1095.36 0 NO NO Normal
01:01:54 28.81 76.00 1103.93 0 NO NO Normal
01:01:55 28.95 74.00 1099.98 0 NO NO Normal
01:01:56 28.87 74.00 1104.59 0 NO NO Normal
01:01:57 28.86 75.00 1103.94 0 NO NO Normal
01:01:58 28.83 74.00 1103.34 0 NO NO Normal
01:01:59 28.93 75.00 1103.46 0 NO NO Normal
01:02:00 28.99 76.00 1095.91 0 NO NO Normal
01:02:01 28.90 75.00 1097.04 0 NO NO Normal
01:02:02 28.94 75.00 1103.48 0 NO NO Normal
01:02:03 28.99 74.00 1101.81 0 NO NO Normal
01:02:04 28.99 75.00 1095.13 0 NO NO Normal
01:02:05 28.87 75.00 1104.91 0 NO NO Normal
01:02:06 28.89 76.00 1102.94 0 NO NO Normal
01:02:07 28.98 74.00 1103.72 0 NO NO Normal
01:02:08 28.96 75.00 1098.93 0 NO NO Normal
01:02:09 28.97 74.00 1099.33 0 NO NO Normal
01:02:10 28.88 76.00 1096.08 0 NO NO Normal
01:02:11 28.85 76.00 1101.22 0 NO NO Normal
01:02:12 28.88 75.00 1099.34 0 NO NO Normal
01:02:13 28.83 75.00 1104.66 0 NO NO Normal
01:02:14 28.81 75.00 1096.88 0 NO NO Normal
01:02:15 28.98 75.00 1099.67 0 NO NO Normal
01:02:16 28.91 74.00 1101.68 0 NO NO Normal
01:02:17 28.97 74.00 1095.58 0 NO NO Normal
01:02:18 28.88 75.00 1098.40 0 NO NO Normal
01:02:19 28.98 75.00 1100.03 0 NO NO Normal
01:02:20 28.93 74.00 1097.69 0 NO NO Normal
01:02:21 28.83 75.00 1100.20 0 NO NO Normal
01:02:22 28.92 75.00 1099.35 0 NO NO Normal
01:02:23 28.96 75.00 1099.83 0 NO NO Normal
01:02:24 28.93 76.00 1100.03 0 NO NO Normal
01:02:25 28.88 76.00 1101.93 0 NO NO Normal
01:02:26 28.81 75.00 1098.79 0 NO NO Normal
01:02:27 28.90 75.00 1104.31 0 NO NO Normal
01:02:28 28.95 74.00 1099.47 0 NO NO Normal
01:02:29 28.93 75.00 1102.57 0 NO NO Normal
01:02:30 28.93 74.00 1099.55 0 NO NO Normal
01:02:31 28.86 76.00 1103.29 0 NO NO Normal
01:02:32 28.81 75.00 1102.59 0 NO NO Normal
01:02:33 28.83 76.00 1100.94 0 NO NO Normal
01:02:34 28.89 74.00 1099.74 0 NO NO Normal
01:02:35 28.89 76.00 1103.59 0 NO NO Normal
01:02:36 28.80 75.00 1095.89 0 NO NO Normal
01:02:37 28.95 75.00 1096.91 0 NO NO Normal
01:02:38 28.84 76.00 1096.81 0 NO NO Normal
01:02:39 28.90 76.00 1095.38 0 NO NO Normal
01:02:40 28.95 76.00 1100.43 0 NO NO Normal
01:02:41 28.88 76.00 1096.73 0 NO NO Normal
01:02:42 28.80 75.00 1097.03 0 NO NO Normal
01:02:43 28.84 76.00 1103.03 0 NO NO Normal
01:02:44 28.84 74.00 1102.50 0 NO NO Normal
01:02:45 28.86 75.00 1098.13 0 NO NO Normal
01:02:46 28.99 76.00 1099.38 0 NO NO Normal
01:02:47 28.81 75.00 1100.57 0 NO NO Normal
01:02:48 28.90 74.00 1098.32 0 NO NO Normal
01:02:49 28.95 75.00 1104.26 0 NO NO Normal
01:02:50 28.85 76.00 1100.77 0 NO NO Normal
01:02:51 28.83 74.00 1104.84 0 NO NO Normal
01:02:52 28.91 75.00 1095.45 0 NO NO Normal
01:02:53 28.92 74.00 1102.45 0 NO NO Normal
01:02:54 28.82 75.00 1097.90 0 NO NO Normal
01:02:55 28.91 76.00 1103.00 0 NO NO Normal
01:02:56 28.95 75.00 1096.30 0 NO NO Normal
01:02:57 28.84 75.00 1097.66 0 NO NO Normal
01:02:58 28.86 74.00 1101.37 0 NO NO Normal
01:02:59 28.91 74.00 1102.04 0 NO NO Normal
01:03:00 28.82 74.00 1096.70 0 NO NO Normal
01:03:01 28.85 75.00 1096.29 0 NO NO Normal
01:03:02 29.00 74.00 1102.75 0 NO NO Normal
01:03:03 28.86 75.00 1099.21 0 NO NO Normal
01:03:04 28.82 74.00 1098.84 0 NO NO Normal
01:03:05 28.94 75.00 1097.18 0 NO NO Normal
01:03:06 28.96 76.00 1098.53 0 NO NO Normal
01:03:07 28.86 76.00 1099.77 0 NO NO Normal
01:03:08 28.88 75.00 1095.81 0 NO NO Normal
01:03:09 28.95 75.00 1103.45 0 NO NO Normal
01:03:10 28.96 75.00 1102.86 0 NO NO Normal
01:03:11 28.89 75.00 1103.80 0 NO NO Normal
01:03:12 28.83 75.00 1102.71 0 NO NO Normal
01:03:13 28.93 75.00 1098.74 0 NO NO Normal
01:03:14 28.96 75.00 1103.42 0 NO NO Normal
01:03:15 28.98 75.00 1095.36 0 NO NO Normal
01:03:16 28.96 76.00 1099.05 0 NO NO Normal
01:03:17 28.96 76.00 1101.08 0 NO NO Normal
01:03:18 28.84 74.00 1102.86 0 NO NO Normal
01:03:19 28.93 75.00 1098.87 0 NO NO Normal
01:03:20 28.96 74.00 1103.09 0 NO NO Normal
01:03:21 28.82 76.00 1099.30 0 NO NO Normal
01:03:22 28.82 76.00 1096.54 0 NO NO Normal
01:03:23 28.95 75.00 1102.03 0 NO NO Normal
01:03:24 28.88 74.00 1095.70 0 NO NO Normal
01:03:25 28.89 76.00 1095.72 0 NO NO Normal
01:03:26 28.83 75.00 1095.87 0 NO NO Normal
01:03:27 28.99 75.00 1103.97 0 NO NO Normal
01:03:28 28.95 76.00 1104.93 0 NO NO Normal
01:03:29 28.89 75.00 1101.26 0 NO NO Normal
01:03:30 28.95 75.00 1099.15 0 NO NO Normal
01:03:31 28.94 74.00 1102.16 0 NO NO Normal
01:03:32 28.98 75.00 1098.64 0 NO NO Normal
01:03:33 28.87 76.00 1099.30 0 NO NO Normal
01:03:34 28.86 74.00 1095.12 0 NO NO Normal
01:03:35 28.98 76.00 1100.80 0 NO NO Normal
01:03:36 28.91 76.00 1103.82 0 NO NO Normal
01:03:37 28.83 75.00 1100.67 0 NO NO Normal
01:03:38 28.88 75.00 1095.10 0 NO NO Normal
01:03:39 28.80 75.00 1101.27 0 NO NO Normal
01:03:40 29.00 76.00 1104.20 0 NO NO Normal
01:03:41 28.89 74.00 1099.60 0 NO NO Normal
01:03:42 28.96 75.00 1103.79 0 NO NO Normal
01:03:43 28.92 75.00 1098.76 0 NO NO Normal
01:03:44 28.92 75.00 1096.64 0 NO NO Normal
01:03:45 28.81 76.00 1098.28 0 NO NO Normal
01:03:46 28.97 76.00 1101.67 0 NO NO Normal
01:03:47 28.91 74.00 1100.82 0 NO NO Normal
01:03:48 28.95 75.00 1096.52 0 NO NO Normal
01:03:49 28.81 75.00 1095.26 0 NO NO Normal
01:03:50 28.82 75.00 1101.92 0 NO NO Normal
01:03:51 28.84 75.00 1096.51 0 NO NO Normal
01:03:52 28.99 76.00 1103.99 0 NO NO Normal
01:03:53 28.87 75.00 1096.07 0 NO NO Normal
01:03:54 29.00 75.00 1102.65 0 NO NO Normal
01:03:55 28.93 76.00 1095.40 0 NO NO Normal
01:03:56 28.85 75.00 1097.18 0 NO NO Normal
01:03:57 28.87 75.00 1102.11 0 NO NO Normal
01:03:58 28.93 75.00 1098.52 0 NO NO Normal
01:03:59 28.97 74.00 1096.38 0 NO NO Normal
01:04:00 28.96 75.00 1098.39 0 NO NO Normal
01:04:01 28.91 75.00 1103.64 0 NO NO Normal
01:04:02 28.88 74.00 1103.64 0 NO NO Normal
01:04:03 28.84 76.00 1098.06 0 NO NO Normal
01:04:04 28.93 75.00 1102.59 0 NO NO Normal
01:04:05 28.97 74.00 1098.26 0 NO NO Normal
01:04:06 28.94 75.00 1104.51 0 NO NO Normal
01:04:07 28.97 75.00 1104.76 0 NO NO Normal
01:04:08 28.93 75.00 1096.18 0 NO NO Normal
01:04:09 28.94 74.00 1099.54 0 NO NO Normal
01:04:10 28.97 74.00 1097.85 0 NO NO Normal
01:04:11 28.90 76.00 1102.62 0 NO NO Normal
01:04:12 28.83 76.00 1103.82 0 NO NO Normal
01:04:13 28.93 75.00 1104.33 0 NO NO Normal
01:04:14 28.84 75.00 1104.44 0 NO NO Normal
01:04:15 28.98 75.00 1103.80 0 NO NO Normal
01:04:16 28.96 74.00 1095.72 0 NO NO Normal
01:04:17 28.94 75.00 1096.82 0 NO NO Normal
01:04:18 28.92 75.00 1098.78 0 NO NO Normal
01:04:19 28.96 75.00 1095.81 0 NO NO Normal
01:04:20 28.80 75.00 1104.71 0 NO NO Normal
01:04:21 28.86 75.00 1099.40 0 NO NO Normal
01:04:22 28.99 76.00 1101.30 0 NO NO Normal
01:04:23 28.98 75.00 1100.64 0 NO NO Normal
01:04:24 28.91 76.00 1103.73 0 NO NO Normal
01:04:25 28.82 76.00 1098.64 0 NO NO Normal
01:04:26 28.91 75.00 1104.34 0 NO NO Normal
01:04:27 28.93 74.00 1100.61 0 NO NO Normal
01:04:28 28.95 76.00 1095.36 0 NO NO Normal
01:04:29 28.91 75.00 1095.81 0 NO NO Normal
01:04:30 28.85 74.00 1097.30 0 NO NO Normal
01:04:31 28.94 74.00 1103.65 0 NO NO Normal
01:04:32 28.89 75.00 1095.92 0 NO NO Normal
01:04:33 28.90 75.00 1096.13 0 NO NO Normal
01:04:34 28.90 75.00 1102.80 0 NO NO Normal
01:04:35 28.95 74.00 1096.25 0 NO NO Normal
01:04:36 29.00 76.00 1103.28 0 NO NO Normal
01:04:37 28.90 76.00 1099.62 0 NO NO Normal
01:04:38 28.80 74.00 1102.98 0 NO NO Normal
01:04:39 28.96 75.00 1103.57 0 NO NO Normal
01:04:40 28.99 74.00 1097.94 0 NO NO Normal
01:04:41 28.95 76.00 1101.11 0 NO NO Normal
01:04:42 28.91 75.00 1096.69 0 NO NO Normal
01:04:43 28.91 74.00 1104.30 0 NO NO Normal
01:04:44 28.83 75.00 1103.50 0 NO NO Normal
01:04:45 28.89 74.00 1100.11 0 NO NO Normal
01:04:46 28.89 75.00 1095.06 0 NO NO Normal
01:04:47 28.92 75.00 1099.43 0 NO NO Normal
01:04:48 28.97 74.00 1101.56 0 NO NO Normal
01:04:49 28.88 75.00 1102.58 0 NO NO Normal
01:04:50 28.94 76.00 1097.19 0 NO NO Normal
01:04:51 28.88 75.00 1095.47 0 NO NO Normal
01:04:52 28.94 75.00 1098.27 0 NO NO Normal
01:04:53 28.85 75.00 1096.09 0 NO NO Normal
01:04:54 28.96 76.00 1104.04 0 NO NO Normal
01:04:55 28.83 76.00 1099.86 0 NO NO Normal
01:04:56 28.81 75.00 1103.24 0 NO NO Normal
01:04:57 28.99 76.00 1098.48 0 NO NO Normal
01:04:58 28.85 75.00 1095.53 0 NO NO Normal
01:04:59 28.89 75.00 1096.78 0 NO NO Normal
01:05:00 28.96 76.00 1102.59 0 NO NO Normal
01:05:01 28.91 74.00 1101.16 0 NO NO Normal
01:05:02 28.82 75.00 1095.72 0 NO NO Normal
01:05:03 28.90 75.00 1096.13 0 NO NO Normal
01:05:04 28.93 76.00 1101.12 0 NO NO Normal
01:05:05 28.96 75.00 1103.95 0 NO NO Normal
01:05:06 28.81 74.00 1099.97 0 NO NO Normal
01:05:07 28.80 75.00 1097.97 0 NO NO Normal
01:05:08 28.99 74.00 1095.76 0 NO NO Normal
01:05:09 28.90 75.00 1096.12 0 NO NO Normal
01:05:10 28.89 75.00 1095.27 0 NO NO Normal
01:05:11 28.97 76.00 1102.53 0 NO NO Normal
01:05:12 28.80 76.00 1099.01 0 NO NO Normal
01:05:13 28.84 75.00 1103.40 0 NO NO Normal
01:05:14 29.00 75.00 1100.27 0 NO NO Normal
01:05:15 28.80 74.00 1104.03 0 NO NO Normal
01:05:16 28.95 76.00 1097.32 0 NO NO Normal
01:05:17 28.81 75.00 1096.01 0 NO NO Normal
01:05:18 28.94 74.00 1096.50 0 NO NO Normal
01:05:19 28.80 76.00 1097.73 0 NO NO Normal
01:05:20 28.84 75.00 1101.62 0 NO NO Normal
01:05:21 28.93 76.00 1095.70 0 NO NO Normal
01:05:22 28.87 76.00 1095.51 0 NO NO Normal
01:05:23 28.99 75.00 1100.75 0 NO NO Normal
01:05:24 28.91 74.00 1104.33 0 NO NO Normal
01:05:25 28.96 75.00 1097.48 0 NO NO Normal
01:05:26 28.83 74.00 1098.61 0 NO NO Normal
01:05:27 28.96 75.00 1102.43 0 NO NO Normal
01:05:28 28.92 76.00 1101.68 0 NO NO Normal
01:05:29 28.94 74.00 1095.52 0 NO NO Normal
01:05:30 28.95 74.00 1101.37 0 NO NO Normal
01:05:31 28.90 74.00 1104.64 0 NO NO Normal
01:05:32 28.90 76.00 1101.58 0 NO NO Normal
01:05:33 28.82 76.00 1102.82 0 NO NO Normal
01:05:34 28.88 75.00 1102.35 0 NO NO Normal
01:05:35 28.86 74.00 1098.78 0 NO NO Normal
01:05:36 28.95 74.00 1104.71 0 NO NO Normal
01:05:37 28.96 75.00 1101.94 0 NO NO Normal
01:05:38 28.81 75.00 1100.78 0 NO NO Normal
01:05:39 28.94 75.00 1102.22 0 NO NO Normal
01:05:40 28.98 75.00 1103.62 0 NO NO Normal
01:05:41 28.94 75.00 1100.32 0 NO NO Normal
01:05:42 28.89 74.00 1102.91 0 NO NO Normal
01:05:43 28.97 75.00 1099.49 0 NO NO Normal
01:05:44 28.91 74.00 1095.12 0 NO NO Normal
01:05:45 28.96 74.00 1104.76 0 NO NO Normal
01:05:46 28.84 74.00 1100.74 0 NO NO Normal
01:05:47 28.94 76.00 1103.09 0 NO NO Normal
01:05:48 28.87 75.00 1099.41 0 NO NO Normal
01:05:49 28.98 74.00 1101.71 0 NO NO Normal
01:05:50 28.88 75.00 1099.78 0 NO NO Normal
01:05:51 28.82 76.00 1103.76 0 NO NO Normal
01:05:52 28.85 75.00 1099.14 0 NO NO Normal
01:05:53 28.81 75.00 1095.65 0 NO NO Normal
01:05:54 28.99 74.00 1095.36 0 NO NO Normal
01:05:55 28.94 75.00 1098.47 0 NO NO Normal
01:05:56 28.96 74.00 1104.89 0 NO NO Normal
01:05:57 28.93 74.00 1100.32 0 NO NO Normal
01:05:58 29.00 76.00 1102.14 0 NO NO Normal
01:05:59 28.96 75.00 1102.44 0 NO NO Normal
01:06:00 28.90 74.00 1098.92 0 NO NO Normal
01:06:01 28.97 75.00 1104.83 0 NO NO Normal
01:06:02 28.94 76.00 1099.17 0 NO NO Normal
01:06:03 28.93 74.00 1101.71 0 NO NO Normal
01:06:04 28.97 76.00 1099.25 0 NO NO Normal
01:06:05 29.00 74.00 1102.80 0 NO NO Normal
01:06:06 28.86 74.00 1099.00 0 NO NO Normal
01:06:07 28.92 75.00 1101.10 0 NO NO Normal
01:06:08 28.91 74.00 1097.80 0 NO NO Normal
01:06:09 28.94 75.00 1099.10 0 NO NO Normal
01:06:10 28.86 75.00 1099.27 0 NO NO Normal
01:06:11 28.89 75.00 1103.19 0 NO NO Normal
01:06:12 28.94 75.00 1095.21 0 NO NO Normal
01:06:13 28.88 75.00 1099.60 0 NO NO Normal
01:06:14 28.82 74.00 1098.61 0 NO NO Normal
01:06:15 28.93 74.00 1098.21 0 NO NO Normal
01:06:16 28.94 76.00 1099.79 0 NO NO Normal
01:06:17 28.91 74.00 1100.54 0 NO NO Normal
01:06:18 28.83 75.00 1095.30 0 NO NO Normal
01:06:19 28.90 75.00 1101.76 0 NO NO Normal
01:06:20 28.92 74.00 1104.90 0 NO NO Normal
01:06:21 28.85 76.00 1103.29 0 NO NO Normal
01:06:22 28.89 75.00 1101.89 0 NO NO Normal
01:06:23 29.00 74.00 1096.84 0 NO NO Normal
01:06:24 28.87 76.00 1097.27 0 NO NO Normal
01:06:25 28.84 74.00 1097.31 0 NO NO Normal
01:06:26 28.93 74.00 1099.72 0 NO NO Normal
01:06:27 28.87 75.00 1103.21 0 NO NO Normal
01:06:28 28.93 74.00 1101.61 0 NO NO Normal
01:06:29 28.97 75.00 1101.00 0 NO NO Normal
01:06:30 28.89 76.00 1096.94 0 NO NO Normal
01:06:31 28.91 74.00 1096.72 0 NO NO Normal
01:06:32 28.90 75.00 1097.63 0 NO NO Normal
01:06:33 28.84 75.00 1098.25 0 NO NO Normal
